YEAR,2548,2549,2550,2551,2552,2553,2554,2555,2556,2557
JAN,9,13,11,10,10,17,18,19,16,14
FEB,9,12,11,10,11,17,18,20,14,14
MAR,9,13,11,10,12,18,18,19,15,14
APR,9,13,11,10,12,16,18,19,15,15
MAY,10,13,11,10,13,16,19,19,15,15
JUN,10,14,10,10,13,16,18,19,14,15
JUL,10,16,11,10,13,16,19,19,15,15
AUG,11,14,10,11,13,16,19,19,15,15
SEP,11,13,10,11,13,17,20,19,15,15
OCT,11,13,10,11,14,16,20,18,15,14
NOV,11,13,10,11,14,19,20,18,15,14
DEC,11,13,10,11,15,19,20,17,15,14
